order_id,product_id,quantity,unit_price,cost,total,profit
O00763,P025,1,360.0,252.0,360.0,108.0
O00764,P036,2,1640.0,1066.0,3280.0,1148.0
O00765,P028,3,170.0,119.0,510.0,153.0
O00766,P006,2,14630.0,11996.6,29260.0,5266.8
O00766,P018,3,1660.0,996.0,4980.0,1992.0
O00767,P003,3,6240.0,5116.8,18720.0,3369.6
O00767,P009,1,810.0,364.5,810.0,445.5
O00768,P010,1,1150.0,517.5,1150.0,632.5
O00769,P010,3,1150.0,517.5,3450.0,1897.5
O00770,P026,1,590.0,413.0,590.0,177.0
O00771,P010,2,1150.0,517.5,2300.0,1265.0
O00772,P010,2,1150.0,517.5,2300.0,1265.0
O00773,P037,1,2340.0,1521.0,2340.0,819.0
O00773,P030,3,430.0,301.0,1290.0,387.0
O00774,P001,3,19110.0,15670.2,57330.0,10319.4
O00774,P014,1,3580.0,1611.0,3580.0,1969.0
O00775,P028,2,170.0,119.0,340.0,102.0
O00776,P019,1,1400.0,840.0,1400.0,560.0
O00776,P010,1,1150.0,517.5,1150.0,632.5
O00777,P011,3,2510.0,1129.5,7530.0,4141.5
O00778,P009,1,810.0,364.5,810.0,445.5
O00779,P030,2,430.0,301.0,860.0,258.0
O00779,P031,1,300.0,210.0,300.0,90.0
O00780,P007,1,12200.0,10004.0,12200.0,2196.0
O00781,P021,1,5000.0,3000.0,5000.0,2000.0
O00782,P031,1,300.0,210.0,300.0,90.0
O00782,P010,2,1150.0,517.5,2300.0,1265.0
O00783,P023,3,3770.0,2262.0,11310.0,4524.0
O00784,P021,1,5000.0,3000.0,5000.0,2000.0
O00785,P017,1,1790.0,1074.0,1790.0,716.0
O00786,P035,1,1500.0,975.0,1500.0,525.0
O00786,P016,1,1230.0,553.5,1230.0,676.5
O00787,P037,2,2340.0,1521.0,4680.0,1638.0
O00788,P023,3,3770.0,2262.0,11310.0,4524.0
O00788,P018,1,1660.0,996.0,1660.0,664.0
O00789,P013,1,1910.0,859.5,1910.0,1050.5
O00790,P027,2,920.0,644.0,1840.0,552.0
O00791,P009,3,810.0,364.5,2430.0,1336.5
O00791,P029,3,660.0,462.0,1980.0,594.0
O00792,P025,2,360.0,252.0,720.0,216.0
O00793,P010,3,1150.0,517.5,3450.0,1897.5
O00793,P009,2,810.0,364.5,1620.0,891.0
O00794,P019,3,1400.0,840.0,4200.0,1680.0
O00795,P006,1,14630.0,11996.6,14630.0,2633.4
O00796,P008,3,13730.0,11258.6,41190.0,7414.2
O00796,P016,1,1230.0,553.5,1230.0,676.5
O00796,P018,1,1660.0,996.0,1660.0,664.0
O00797,P005,1,6010.0,4928.2,6010.0,1081.8
O00798,P032,3,860.0,559.0,2580.0,903.0
O00798,P003,1,6240.0,5116.8,6240.0,1123.2
O00798,P024,2,6760.0,4056.0,13520.0,5408.0
O00798,P019,3,1400.0,840.0,4200.0,1680.0
O00799,P023,3,3770.0,2262.0,11310.0,4524.0
O00800,P012,2,670.0,301.5,1340.0,737.0
O00800,P003,2,6240.0,5116.8,12480.0,2246.4
O00801,P032,3,860.0,559.0,2580.0,903.0
O00802,P003,1,6240.0,5116.8,6240.0,1123.2
O00802,P022,2,5060.0,3036.0,10120.0,4048.0
O00803,P033,3,920.0,598.0,2760.0,966.0
O00803,P027,3,920.0,644.0,2760.0,828.0
O00804,P023,3,3770.0,2262.0,11310.0,4524.0
O00805,P010,3,1150.0,517.5,3450.0,1897.5
O00806,P001,2,19110.0,15670.2,38220.0,6879.6
O00807,P022,3,5060.0,3036.0,15180.0,6072.0
O00807,P009,1,810.0,364.5,810.0,445.5
O00808,P009,2,810.0,364.5,1620.0,891.0
O00808,P017,1,1790.0,1074.0,1790.0,716.0
O00808,P002,1,13650.0,11193.0,13650.0,2457.0
O00809,P002,3,13650.0,11193.0,40950.0,7371.0
O00809,P008,2,13730.0,11258.6,27460.0,4942.8
O00809,P016,1,1230.0,553.5,1230.0,676.5
O00810,P019,1,1400.0,840.0,1400.0,560.0
O00811,P037,2,2340.0,1521.0,4680.0,1638.0
O00811,P010,1,1150.0,517.5,1150.0,632.5
O00812,P037,2,2340.0,1521.0,4680.0,1638.0
O00813,P033,2,920.0,598.0,1840.0,644.0
O00814,P017,2,1790.0,1074.0,3580.0,1432.0
O00814,P011,2,2510.0,1129.5,5020.0,2761.0
O00814,P022,3,5060.0,3036.0,15180.0,6072.0
O00815,P010,2,1150.0,517.5,2300.0,1265.0
O00815,P011,1,2510.0,1129.5,2510.0,1380.5
O00815,P029,2,660.0,462.0,1320.0,396.0
O00816,P032,1,860.0,559.0,860.0,301.0
O00816,P019,1,1400.0,840.0,1400.0,560.0
O00816,P013,2,1910.0,859.5,3820.0,2101.0
O00817,P036,3,1640.0,1066.0,4920.0,1722.0
O00817,P004,1,4620.0,3788.4,4620.0,831.6
O00818,P003,2,6240.0,5116.8,12480.0,2246.4
O00818,P031,2,300.0,210.0,600.0,180.0
O00819,P027,1,920.0,644.0,920.0,276.0
O00819,P013,2,1910.0,859.5,3820.0,2101.0
O00820,P013,1,1910.0,859.5,1910.0,1050.5
O00820,P015,2,2650.0,1192.5,5300.0,2915.0
O00820,P023,3,3770.0,2262.0,11310.0,4524.0
O00821,P007,3,12200.0,10004.0,36600.0,6588.0
O00822,P031,3,300.0,210.0,900.0,270.0
O00822,P008,1,13730.0,11258.6,13730.0,2471.4
O00822,P032,3,860.0,559.0,2580.0,903.0
O00823,P008,3,13730.0,11258.6,41190.0,7414.2
O00824,P035,3,1500.0,975.0,4500.0,1575.0
O00824,P013,2,1910.0,859.5,3820.0,2101.0
O00825,P012,1,670.0,301.5,670.0,368.5
O00826,P001,1,19110.0,15670.2,19110.0,3439.8
O00827,P005,1,6010.0,4928.2,6010.0,1081.8
O00828,P024,1,6760.0,4056.0,6760.0,2704.0
O00828,P022,2,5060.0,3036.0,10120.0,4048.0
O00828,P018,1,1660.0,996.0,1660.0,664.0
O00829,P013,2,1910.0,859.5,3820.0,2101.0
O00829,P007,2,12200.0,10004.0,24400.0,4392.0
O00829,P029,1,660.0,462.0,660.0,198.0
O00830,P018,1,1660.0,996.0,1660.0,664.0
O00830,P004,3,4620.0,3788.4,13860.0,2494.8
O00831,P036,2,1640.0,1066.0,3280.0,1148.0
O00832,P014,2,3580.0,1611.0,7160.0,3938.0
O00832,P026,2,590.0,413.0,1180.0,354.0
O00832,P035,2,1500.0,975.0,3000.0,1050.0
O00832,P021,3,5000.0,3000.0,15000.0,6000.0
O00833,P026,2,590.0,413.0,1180.0,354.0
O00833,P020,3,7480.0,4488.0,22440.0,8976.0
O00833,P031,2,300.0,210.0,600.0,180.0
O00834,P018,2,1660.0,996.0,3320.0,1328.0
O00835,P015,1,2650.0,1192.5,2650.0,1457.5
O00835,P022,1,5060.0,3036.0,5060.0,2024.0
O00835,P024,3,6760.0,4056.0,20280.0,8112.0
O00836,P033,3,920.0,598.0,2760.0,966.0
O00837,P018,1,1660.0,996.0,1660.0,664.0
O00838,P037,2,2340.0,1521.0,4680.0,1638.0
O00838,P011,2,2510.0,1129.5,5020.0,2761.0
O00839,P014,1,3580.0,1611.0,3580.0,1969.0
O00839,P012,2,670.0,301.5,1340.0,737.0
O00839,P010,2,1150.0,517.5,2300.0,1265.0
O00840,P018,2,1660.0,996.0,3320.0,1328.0
O00841,P022,2,5060.0,3036.0,10120.0,4048.0
O00842,P033,3,920.0,598.0,2760.0,966.0
O00843,P029,1,660.0,462.0,660.0,198.0
O00844,P019,1,1400.0,840.0,1400.0,560.0
O00845,P011,2,2510.0,1129.5,5020.0,2761.0
O00846,P015,3,2650.0,1192.5,7950.0,4372.5
O00846,P025,3,360.0,252.0,1080.0,324.0
O00846,P005,2,6010.0,4928.2,12020.0,2163.6
O00847,P014,2,3580.0,1611.0,7160.0,3938.0
O00847,P028,3,170.0,119.0,510.0,153.0
O00847,P035,3,1500.0,975.0,4500.0,1575.0
O00848,P014,1,3580.0,1611.0,3580.0,1969.0
O00848,P028,1,170.0,119.0,170.0,51.0
O00849,P015,3,2650.0,1192.5,7950.0,4372.5
O00850,P018,2,1660.0,996.0,3320.0,1328.0
O00850,P019,2,1400.0,840.0,2800.0,1120.0
O00851,P005,1,6010.0,4928.2,6010.0,1081.8
O00852,P034,1,2240.0,1456.0,2240.0,784.0
O00852,P035,2,1500.0,975.0,3000.0,1050.0
O00852,P005,2,6010.0,4928.2,12020.0,2163.6
O00853,P033,1,920.0,598.0,920.0,322.0
O00854,P032,2,860.0,559.0,1720.0,602.0
O00855,P007,1,12200.0,10004.0,12200.0,2196.0
O00856,P003,1,6240.0,5116.8,6240.0,1123.2
O00857,P015,1,2650.0,1192.5,2650.0,1457.5
O00858,P037,2,2340.0,1521.0,4680.0,1638.0
O00859,P028,2,170.0,119.0,340.0,102.0
O00860,P022,1,5060.0,3036.0,5060.0,2024.0
O00860,P035,3,1500.0,975.0,4500.0,1575.0
O00861,P009,1,810.0,364.5,810.0,445.5
O00862,P009,2,810.0,364.5,1620.0,891.0
O00862,P016,2,1230.0,553.5,2460.0,1353.0
O00863,P030,2,430.0,301.0,860.0,258.0
O00864,P031,3,300.0,210.0,900.0,270.0
O00864,P026,1,590.0,413.0,590.0,177.0
O00865,P016,2,1230.0,553.5,2460.0,1353.0
O00866,P003,3,6240.0,5116.8,18720.0,3369.6
O00866,P034,3,2240.0,1456.0,6720.0,2352.0
O00867,P013,3,1910.0,859.5,5730.0,3151.5
O00867,P024,1,6760.0,4056.0,6760.0,2704.0
O00867,P027,1,920.0,644.0,920.0,276.0
O00868,P029,3,660.0,462.0,1980.0,594.0
O00868,P023,1,3770.0,2262.0,3770.0,1508.0
O00869,P016,3,1230.0,553.5,3690.0,2029.5
O00870,P037,3,2340.0,1521.0,7020.0,2457.0
O00870,P005,2,6010.0,4928.2,12020.0,2163.6
O00871,P009,3,810.0,364.5,2430.0,1336.5
O00871,P029,2,660.0,462.0,1320.0,396.0
O00871,P002,1,13650.0,11193.0,13650.0,2457.0
O00871,P019,2,1400.0,840.0,2800.0,1120.0
O00872,P014,2,3580.0,1611.0,7160.0,3938.0
O00873,P001,2,19110.0,15670.2,38220.0,6879.6
O00873,P037,2,2340.0,1521.0,4680.0,1638.0
O00874,P001,3,19110.0,15670.2,57330.0,10319.4
O00875,P027,1,920.0,644.0,920.0,276.0
O00876,P023,3,3770.0,2262.0,11310.0,4524.0
O00876,P027,2,920.0,644.0,1840.0,552.0
O00877,P035,1,1500.0,975.0,1500.0,525.0
O00878,P017,1,1790.0,1074.0,1790.0,716.0
O00878,P011,2,2510.0,1129.5,5020.0,2761.0
O00879,P022,3,5060.0,3036.0,15180.0,6072.0
O00879,P020,2,7480.0,4488.0,14960.0,5984.0
O00880,P002,3,13650.0,11193.0,40950.0,7371.0
O00881,P023,3,3770.0,2262.0,11310.0,4524.0
O00881,P025,2,360.0,252.0,720.0,216.0
O00881,P018,3,1660.0,996.0,4980.0,1992.0
O00881,P008,2,13730.0,11258.6,27460.0,4942.8
O00882,P006,3,14630.0,11996.6,43890.0,7900.2
O00882,P022,2,5060.0,3036.0,10120.0,4048.0
O00882,P004,2,4620.0,3788.4,9240.0,1663.2
O00882,P028,3,170.0,119.0,510.0,153.0
O00883,P013,3,1910.0,859.5,5730.0,3151.5
O00884,P022,2,5060.0,3036.0,10120.0,4048.0
O00885,P035,1,1500.0,975.0,1500.0,525.0
O00886,P023,2,3770.0,2262.0,7540.0,3016.0
O00886,P026,2,590.0,413.0,1180.0,354.0
O00887,P001,2,19110.0,15670.2,38220.0,6879.6
O00888,P032,3,860.0,559.0,2580.0,903.0
O00889,P032,1,860.0,559.0,860.0,301.0
O00890,P026,3,590.0,413.0,1770.0,531.0
O00890,P031,2,300.0,210.0,600.0,180.0
O00890,P007,2,12200.0,10004.0,24400.0,4392.0
O00891,P026,1,590.0,413.0,590.0,177.0
O00892,P019,1,1400.0,840.0,1400.0,560.0
O00892,P026,1,590.0,413.0,590.0,177.0
O00892,P015,1,2650.0,1192.5,2650.0,1457.5
O00893,P008,2,13730.0,11258.6,27460.0,4942.8
O00893,P020,2,7480.0,4488.0,14960.0,5984.0
O00894,P018,3,1660.0,996.0,4980.0,1992.0
O00894,P001,2,19110.0,15670.2,38220.0,6879.6
O00895,P032,3,860.0,559.0,2580.0,903.0
O00896,P016,3,1230.0,553.5,3690.0,2029.5
O00896,P027,1,920.0,644.0,920.0,276.0
O00897,P017,1,1790.0,1074.0,1790.0,716.0
O00897,P003,3,6240.0,5116.8,18720.0,3369.6
O00898,P016,2,1230.0,553.5,2460.0,1353.0
O00899,P027,2,920.0,644.0,1840.0,552.0
O00900,P018,1,1660.0,996.0,1660.0,664.0
O00900,P031,2,300.0,210.0,600.0,180.0
O00901,P034,3,2240.0,1456.0,6720.0,2352.0
O00902,P001,2,19110.0,15670.2,38220.0,6879.6
O00902,P027,1,920.0,644.0,920.0,276.0
O00902,P030,1,430.0,301.0,430.0,129.0
O00903,P015,3,2650.0,1192.5,7950.0,4372.5
O00904,P006,1,14630.0,11996.6,14630.0,2633.4
O00904,P016,2,1230.0,553.5,2460.0,1353.0
O00905,P028,1,170.0,119.0,170.0,51.0
O00905,P035,1,1500.0,975.0,1500.0,525.0
O00906,P013,3,1910.0,859.5,5730.0,3151.5
O00907,P024,1,6760.0,4056.0,6760.0,2704.0
O00907,P026,1,590.0,413.0,590.0,177.0
O00907,P016,1,1230.0,553.5,1230.0,676.5
O00908,P024,2,6760.0,4056.0,13520.0,5408.0
O00908,P008,2,13730.0,11258.6,27460.0,4942.8
O00908,P019,2,1400.0,840.0,2800.0,1120.0
O00908,P007,2,12200.0,10004.0,24400.0,4392.0
O00909,P011,2,2510.0,1129.5,5020.0,2761.0
O00910,P031,3,300.0,210.0,900.0,270.0
O00911,P020,1,7480.0,4488.0,7480.0,2992.0
O00911,P014,3,3580.0,1611.0,10740.0,5907.0
O00912,P032,2,860.0,559.0,1720.0,602.0
O00913,P018,3,1660.0,996.0,4980.0,1992.0
O00913,P035,3,1500.0,975.0,4500.0,1575.0
O00913,P024,2,6760.0,4056.0,13520.0,5408.0
O00913,P007,3,12200.0,10004.0,36600.0,6588.0
O00914,P029,1,660.0,462.0,660.0,198.0
O00914,P021,1,5000.0,3000.0,5000.0,2000.0
O00914,P010,3,1150.0,517.5,3450.0,1897.5
O00915,P007,3,12200.0,10004.0,36600.0,6588.0
O00916,P029,3,660.0,462.0,1980.0,594.0
O00917,P034,3,2240.0,1456.0,6720.0,2352.0
O00918,P020,2,7480.0,4488.0,14960.0,5984.0
O00918,P024,2,6760.0,4056.0,13520.0,5408.0
O00919,P031,1,300.0,210.0,300.0,90.0
O00920,P030,1,430.0,301.0,430.0,129.0
O00921,P015,2,2650.0,1192.5,5300.0,2915.0
O00921,P024,3,6760.0,4056.0,20280.0,8112.0
O00921,P032,2,860.0,559.0,1720.0,602.0
O00922,P011,3,2510.0,1129.5,7530.0,4141.5
O00922,P021,2,5000.0,3000.0,10000.0,4000.0
O00922,P032,1,860.0,559.0,860.0,301.0
O00923,P015,2,2650.0,1192.5,5300.0,2915.0
O00924,P024,1,6760.0,4056.0,6760.0,2704.0
O00925,P024,2,6760.0,4056.0,13520.0,5408.0
O00925,P015,2,2650.0,1192.5,5300.0,2915.0
O00925,P031,2,300.0,210.0,600.0,180.0
O00926,P002,2,13650.0,11193.0,27300.0,4914.0
O00927,P017,1,1790.0,1074.0,1790.0,716.0
O00928,P015,1,2650.0,1192.5,2650.0,1457.5
O00929,P029,2,660.0,462.0,1320.0,396.0
O00930,P024,3,6760.0,4056.0,20280.0,8112.0
O00931,P004,3,4620.0,3788.4,13860.0,2494.8
O00931,P014,3,3580.0,1611.0,10740.0,5907.0
O00932,P003,2,6240.0,5116.8,12480.0,2246.4
O00933,P009,3,810.0,364.5,2430.0,1336.5
O00933,P004,3,4620.0,3788.4,13860.0,2494.8
O00934,P012,3,670.0,301.5,2010.0,1105.5
O00935,P036,3,1640.0,1066.0,4920.0,1722.0
O00936,P034,1,2240.0,1456.0,2240.0,784.0
O00936,P009,2,810.0,364.5,1620.0,891.0
O00937,P018,1,1660.0,996.0,1660.0,664.0
O00938,P012,1,670.0,301.5,670.0,368.5
O00939,P014,3,3580.0,1611.0,10740.0,5907.0
O00940,P016,2,1230.0,553.5,2460.0,1353.0
O00940,P004,3,4620.0,3788.4,13860.0,2494.8
O00940,P036,1,1640.0,1066.0,1640.0,574.0
O00941,P032,3,860.0,559.0,2580.0,903.0
O00942,P014,3,3580.0,1611.0,10740.0,5907.0
O00942,P021,1,5000.0,3000.0,5000.0,2000.0
O00943,P018,2,1660.0,996.0,3320.0,1328.0
O00944,P011,3,2510.0,1129.5,7530.0,4141.5
O00944,P030,1,430.0,301.0,430.0,129.0
O00944,P009,2,810.0,364.5,1620.0,891.0
O00945,P018,3,1660.0,996.0,4980.0,1992.0
O00945,P020,2,7480.0,4488.0,14960.0,5984.0
O00945,P024,1,6760.0,4056.0,6760.0,2704.0
O00946,P030,1,430.0,301.0,430.0,129.0
O00947,P024,1,6760.0,4056.0,6760.0,2704.0
O00947,P001,3,19110.0,15670.2,57330.0,10319.4
O00948,P005,2,6010.0,4928.2,12020.0,2163.6
O00949,P018,3,1660.0,996.0,4980.0,1992.0
O00950,P010,3,1150.0,517.5,3450.0,1897.5
O00951,P014,1,3580.0,1611.0,3580.0,1969.0
O00951,P006,2,14630.0,11996.6,29260.0,5266.8
O00951,P027,2,920.0,644.0,1840.0,552.0
O00952,P016,1,1230.0,553.5,1230.0,676.5
O00952,P028,1,170.0,119.0,170.0,51.0
O00953,P022,3,5060.0,3036.0,15180.0,6072.0
O00953,P031,1,300.0,210.0,300.0,90.0
O00954,P023,2,3770.0,2262.0,7540.0,3016.0
O00954,P001,1,19110.0,15670.2,19110.0,3439.8
O00954,P014,1,3580.0,1611.0,3580.0,1969.0
O00954,P024,1,6760.0,4056.0,6760.0,2704.0
O00955,P013,1,1910.0,859.5,1910.0,1050.5
O00955,P025,3,360.0,252.0,1080.0,324.0
O00955,P005,1,6010.0,4928.2,6010.0,1081.8
O00955,P015,2,2650.0,1192.5,5300.0,2915.0
O00956,P035,3,1500.0,975.0,4500.0,1575.0
O00956,P030,2,430.0,301.0,860.0,258.0
O00957,P004,2,4620.0,3788.4,9240.0,1663.2
O00958,P027,2,920.0,644.0,1840.0,552.0
O00959,P016,1,1230.0,553.5,1230.0,676.5
O00960,P030,3,430.0,301.0,1290.0,387.0
O00961,P033,2,920.0,598.0,1840.0,644.0
O00961,P001,3,19110.0,15670.2,57330.0,10319.4
O00962,P018,3,1660.0,996.0,4980.0,1992.0
O00963,P003,2,6240.0,5116.8,12480.0,2246.4
O00964,P004,2,4620.0,3788.4,9240.0,1663.2
O00965,P027,2,920.0,644.0,1840.0,552.0
O00965,P008,3,13730.0,11258.6,41190.0,7414.2
O00965,P031,1,300.0,210.0,300.0,90.0
O00966,P036,3,1640.0,1066.0,4920.0,1722.0
O00966,P021,1,5000.0,3000.0,5000.0,2000.0
O00967,P026,3,590.0,413.0,1770.0,531.0
O00967,P025,2,360.0,252.0,720.0,216.0
O00968,P036,3,1640.0,1066.0,4920.0,1722.0
O00968,P004,2,4620.0,3788.4,9240.0,1663.2
O00969,P036,3,1640.0,1066.0,4920.0,1722.0
O00970,P015,3,2650.0,1192.5,7950.0,4372.5
O00971,P018,1,1660.0,996.0,1660.0,664.0
O00971,P010,3,1150.0,517.5,3450.0,1897.5
O00972,P027,2,920.0,644.0,1840.0,552.0
O00973,P030,1,430.0,301.0,430.0,129.0
O00973,P001,1,19110.0,15670.2,19110.0,3439.8
O00974,P016,3,1230.0,553.5,3690.0,2029.5
O00975,P027,3,920.0,644.0,2760.0,828.0
O00975,P016,2,1230.0,553.5,2460.0,1353.0
O00976,P037,3,2340.0,1521.0,7020.0,2457.0
O00976,P028,3,170.0,119.0,510.0,153.0
O00977,P027,1,920.0,644.0,920.0,276.0
O00978,P005,1,6010.0,4928.2,6010.0,1081.8
O00978,P015,1,2650.0,1192.5,2650.0,1457.5
O00979,P003,3,6240.0,5116.8,18720.0,3369.6
O00979,P013,3,1910.0,859.5,5730.0,3151.5
O00980,P027,2,920.0,644.0,1840.0,552.0
O00980,P012,3,670.0,301.5,2010.0,1105.5
O00981,P014,1,3580.0,1611.0,3580.0,1969.0
O00982,P026,1,590.0,413.0,590.0,177.0
O00982,P035,3,1500.0,975.0,4500.0,1575.0
O00983,P002,1,13650.0,11193.0,13650.0,2457.0
O00983,P001,2,19110.0,15670.2,38220.0,6879.6
O00984,P036,3,1640.0,1066.0,4920.0,1722.0
O00984,P025,3,360.0,252.0,1080.0,324.0
O00985,P021,1,5000.0,3000.0,5000.0,2000.0
O00985,P026,1,590.0,413.0,590.0,177.0
O00985,P015,1,2650.0,1192.5,2650.0,1457.5
O00986,P008,2,13730.0,11258.6,27460.0,4942.8
O00987,P009,2,810.0,364.5,1620.0,891.0
O00987,P021,3,5000.0,3000.0,15000.0,6000.0
O00987,P012,3,670.0,301.5,2010.0,1105.5
O00988,P019,2,1400.0,840.0,2800.0,1120.0
O00988,P035,2,1500.0,975.0,3000.0,1050.0
O00989,P035,2,1500.0,975.0,3000.0,1050.0
O00989,P019,3,1400.0,840.0,4200.0,1680.0
O00990,P019,1,1400.0,840.0,1400.0,560.0
O00990,P006,2,14630.0,11996.6,29260.0,5266.8
O00990,P028,2,170.0,119.0,340.0,102.0
O00991,P020,1,7480.0,4488.0,7480.0,2992.0
O00991,P024,1,6760.0,4056.0,6760.0,2704.0
O00992,P030,1,430.0,301.0,430.0,129.0
O00993,P034,2,2240.0,1456.0,4480.0,1568.0
O00993,P026,2,590.0,413.0,1180.0,354.0
O00993,P033,2,920.0,598.0,1840.0,644.0
O00994,P019,3,1400.0,840.0,4200.0,1680.0
O00995,P036,3,1640.0,1066.0,4920.0,1722.0
O00995,P005,3,6010.0,4928.2,18030.0,3245.4
O00995,P022,1,5060.0,3036.0,5060.0,2024.0
O00996,P017,2,1790.0,1074.0,3580.0,1432.0
O00996,P015,1,2650.0,1192.5,2650.0,1457.5
O00997,P020,3,7480.0,4488.0,22440.0,8976.0
O00998,P026,3,590.0,413.0,1770.0,531.0
O00999,P021,2,5000.0,3000.0,10000.0,4000.0
O01000,P029,3,660.0,462.0,1980.0,594.0
O01000,P002,2,13650.0,11193.0,27300.0,4914.0
O01000,P003,1,6240.0,5116.8,6240.0,1123.2
O01001,P001,2,19110.0,15670.2,38220.0,6879.6
O01002,P001,2,19110.0,15670.2,38220.0,6879.6
O01002,P033,2,920.0,598.0,1840.0,644.0
O01002,P008,3,13730.0,11258.6,41190.0,7414.2
O01002,P015,2,2650.0,1192.5,5300.0,2915.0
O01003,P022,3,5060.0,3036.0,15180.0,6072.0
O01004,P030,2,430.0,301.0,860.0,258.0
O01004,P036,2,1640.0,1066.0,3280.0,1148.0
O01005,P024,2,6760.0,4056.0,13520.0,5408.0
O01005,P023,3,3770.0,2262.0,11310.0,4524.0
O01005,P003,2,6240.0,5116.8,12480.0,2246.4
O01005,P030,2,430.0,301.0,860.0,258.0
O01006,P025,1,360.0,252.0,360.0,108.0
O01006,P021,3,5000.0,3000.0,15000.0,6000.0
O01006,P036,3,1640.0,1066.0,4920.0,1722.0
O01007,P018,1,1660.0,996.0,1660.0,664.0
O01008,P015,1,2650.0,1192.5,2650.0,1457.5
O01009,P027,3,920.0,644.0,2760.0,828.0
O01009,P015,3,2650.0,1192.5,7950.0,4372.5
O01009,P007,3,12200.0,10004.0,36600.0,6588.0
O01010,P007,1,12200.0,10004.0,12200.0,2196.0
O01011,P024,1,6760.0,4056.0,6760.0,2704.0
O01011,P020,2,7480.0,4488.0,14960.0,5984.0
O01011,P011,2,2510.0,1129.5,5020.0,2761.0
O01012,P022,3,5060.0,3036.0,15180.0,6072.0
O01013,P021,2,5000.0,3000.0,10000.0,4000.0
O01014,P035,2,1500.0,975.0,3000.0,1050.0
O01015,P017,1,1790.0,1074.0,1790.0,716.0
O01015,P012,3,670.0,301.5,2010.0,1105.5
O01016,P009,3,810.0,364.5,2430.0,1336.5
O01017,P013,3,1910.0,859.5,5730.0,3151.5
O01018,P010,1,1150.0,517.5,1150.0,632.5
O01019,P024,1,6760.0,4056.0,6760.0,2704.0
O01019,P013,2,1910.0,859.5,3820.0,2101.0
O01019,P025,3,360.0,252.0,1080.0,324.0
O01019,P010,1,1150.0,517.5,1150.0,632.5
O01020,P007,3,12200.0,10004.0,36600.0,6588.0
O01021,P034,1,2240.0,1456.0,2240.0,784.0
O01022,P011,1,2510.0,1129.5,2510.0,1380.5
O01023,P012,2,670.0,301.5,1340.0,737.0
O01023,P033,2,920.0,598.0,1840.0,644.0
O01024,P026,1,590.0,413.0,590.0,177.0
O01024,P005,1,6010.0,4928.2,6010.0,1081.8
O01025,P013,1,1910.0,859.5,1910.0,1050.5
O01026,P033,2,920.0,598.0,1840.0,644.0
O01026,P010,3,1150.0,517.5,3450.0,1897.5
O01026,P006,1,14630.0,11996.6,14630.0,2633.4
O01026,P034,2,2240.0,1456.0,4480.0,1568.0
O01027,P001,2,19110.0,15670.2,38220.0,6879.6
O01028,P015,3,2650.0,1192.5,7950.0,4372.5
O01029,P019,1,1400.0,840.0,1400.0,560.0
O01029,P030,2,430.0,301.0,860.0,258.0
O01030,P028,1,170.0,119.0,170.0,51.0
O01030,P036,1,1640.0,1066.0,1640.0,574.0
O01030,P015,1,2650.0,1192.5,2650.0,1457.5
O01031,P036,1,1640.0,1066.0,1640.0,574.0
O01031,P027,3,920.0,644.0,2760.0,828.0
O01032,P023,2,3770.0,2262.0,7540.0,3016.0
O01033,P009,3,810.0,364.5,2430.0,1336.5
O01033,P020,3,7480.0,4488.0,22440.0,8976.0
O01034,P034,1,2240.0,1456.0,2240.0,784.0
O01034,P014,3,3580.0,1611.0,10740.0,5907.0
O01035,P035,1,1500.0,975.0,1500.0,525.0
O01036,P001,1,19110.0,15670.2,19110.0,3439.8
O01036,P030,3,430.0,301.0,1290.0,387.0
O01037,P012,1,670.0,301.5,670.0,368.5
O01038,P015,2,2650.0,1192.5,5300.0,2915.0
O01038,P022,2,5060.0,3036.0,10120.0,4048.0
O01039,P012,1,670.0,301.5,670.0,368.5
O01040,P024,2,6760.0,4056.0,13520.0,5408.0
O01041,P024,1,6760.0,4056.0,6760.0,2704.0
O01041,P033,1,920.0,598.0,920.0,322.0
O01041,P025,3,360.0,252.0,1080.0,324.0
O01041,P010,3,1150.0,517.5,3450.0,1897.5
O01042,P017,3,1790.0,1074.0,5370.0,2148.0
O01043,P016,2,1230.0,553.5,2460.0,1353.0
O01044,P001,2,19110.0,15670.2,38220.0,6879.6
O01044,P010,1,1150.0,517.5,1150.0,632.5
O01045,P020,2,7480.0,4488.0,14960.0,5984.0
O01046,P016,1,1230.0,553.5,1230.0,676.5
O01046,P021,1,5000.0,3000.0,5000.0,2000.0
O01047,P027,1,920.0,644.0,920.0,276.0
O01047,P003,1,6240.0,5116.8,6240.0,1123.2
O01047,P031,2,300.0,210.0,600.0,180.0
O01048,P013,3,1910.0,859.5,5730.0,3151.5
O01048,P033,1,920.0,598.0,920.0,322.0
O01049,P033,3,920.0,598.0,2760.0,966.0
O01049,P029,1,660.0,462.0,660.0,198.0
O01049,P015,3,2650.0,1192.5,7950.0,4372.5
O01050,P034,1,2240.0,1456.0,2240.0,784.0
O01051,P016,3,1230.0,553.5,3690.0,2029.5
O01051,P021,2,5000.0,3000.0,10000.0,4000.0
O01052,P032,3,860.0,559.0,2580.0,903.0
O01053,P003,3,6240.0,5116.8,18720.0,3369.6
O01053,P030,3,430.0,301.0,1290.0,387.0
O01054,P025,1,360.0,252.0,360.0,108.0
O01055,P033,3,920.0,598.0,2760.0,966.0
O01055,P004,2,4620.0,3788.4,9240.0,1663.2
