order_id,customer_id,order_date,status,payment_method,subtotal,discount,revenue,city,segment
O00577,C0056,2023-11-24,Delivered,Debit Card,14240.0,66.04,14173.96,Chennai,VIP
O00578,C0161,2024-08-29,Delivered,UPI,3750.0,643.48,3106.52,Pune,Regular
O00579,C0468,2023-03-23,Delivered,Debit Card,920.0,73.13,846.87,Delhi,VIP
O00580,C0052,2023-04-03,Delivered,Wallet,5560.0,41.26,5518.74,Kolkata,Regular
O00581,C0290,2023-10-25,Processing,Wallet,7020.0,895.61,6124.39,Ahmedabad,Regular
O00582,C0003,2024-12-04,Delivered,UPI,3690.0,50.28,3639.72,Hyderabad,Premium
O00583,C0218,2024-07-07,Returned,Credit Card,13860.0,689.98,13170.02,Hyderabad,Premium
O00584,C0044,2024-07-13,Delivered,UPI,64710.0,8386.79,56323.21,Ahmedabad,Regular
O00585,C0470,2023-10-29,Returned,UPI,13730.0,692.12,13037.88,Chennai,Premium
O00586,C0115,2024-04-17,Returned,COD,3660.0,626.36,3033.64,Pune,VIP
O00587,C0023,2023-01-12,Delivered,UPI,9240.0,1405.8,7834.2,Mumbai,Premium
O00588,C0381,2024-06-04,Returned,COD,8920.0,386.83,8533.17,Ahmedabad,Premium
O00589,C0473,2024-11-21,Delivered,UPI,2300.0,119.91,2180.09,Bangalore,Regular
O00590,C0446,2024-05-08,Delivered,COD,42860.0,8550.49,34309.51,Bangalore,Regular
O00591,C0218,2024-11-02,Delivered,Credit Card,7320.0,69.31,7250.69,Hyderabad,Premium
O00592,C0003,2024-08-11,Delivered,UPI,590.0,69.49,520.51,Hyderabad,Premium
O00593,C0191,2023-05-19,Delivered,Credit Card,32640.0,727.62,31912.38,Pune,Regular
O00594,C0354,2024-11-16,Delivered,UPI,600.0,103.61,496.39,Ahmedabad,Regular
O00595,C0422,2023-03-18,Delivered,Credit Card,16220.0,2237.05,13982.95,Mumbai,Premium
O00596,C0404,2024-02-08,Delivered,Net Banking,2930.0,384.46,2545.54,Delhi,Premium
O00597,C0105,2023-06-13,Cancelled,COD,22310.0,3336.2,0.0,Mumbai,Regular
O00598,C0082,2023-01-14,Delivered,UPI,41190.0,6919.16,34270.84,Chennai,Premium
O00599,C0326,2023-11-25,Cancelled,UPI,6840.0,892.34,0.0,Kolkata,VIP
O00600,C0323,2023-09-27,Delivered,UPI,4200.0,598.38,3601.62,Chennai,Regular
O00601,C0041,2023-12-25,Cancelled,Credit Card,10000.0,1714.78,0.0,Bangalore,Regular
O00602,C0054,2024-03-29,Delivered,Credit Card,10120.0,752.55,9367.45,Chennai,Regular
O00603,C0302,2023-02-20,Delivered,COD,18540.0,324.72,18215.28,Delhi,Premium
O00604,C0451,2023-05-22,Returned,Net Banking,40950.0,3776.44,37173.56,Kolkata,Regular
O00605,C0365,2024-03-07,Delivered,Net Banking,4680.0,696.42,3983.58,Pune,Premium
O00606,C0326,2023-10-20,Delivered,Net Banking,43320.0,4961.96,38358.04,Kolkata,VIP
O00607,C0105,2024-08-15,Cancelled,Wallet,5420.0,771.99,0.0,Mumbai,Regular
O00608,C0215,2024-06-23,Delivered,COD,7020.0,1155.59,5864.41,Bangalore,VIP
O00609,C0163,2024-10-20,Delivered,UPI,12990.0,511.85,12478.15,Ahmedabad,VIP
O00610,C0189,2024-07-22,Delivered,UPI,19970.0,317.54,19652.46,Pune,Premium
O00611,C0065,2023-11-29,Delivered,UPI,75270.0,6938.24,68331.76,Pune,Premium
O00612,C0273,2024-07-10,Delivered,Credit Card,7540.0,1193.05,6346.95,Ahmedabad,VIP
O00613,C0213,2023-09-14,Delivered,UPI,4920.0,206.1,4713.9,Hyderabad,Premium
O00614,C0302,2023-10-03,Returned,Credit Card,27270.0,4155.74,23114.26,Delhi,Premium
O00615,C0030,2024-09-22,Delivered,UPI,2300.0,168.08,2131.92,Chennai,Premium
O00616,C0286,2023-12-07,Delivered,UPI,5140.0,673.4,4466.6,Bangalore,VIP
O00617,C0141,2024-09-28,Delivered,COD,16320.0,55.59,16264.41,Ahmedabad,VIP
O00618,C0118,2024-10-10,Delivered,Wallet,7160.0,611.17,6548.83,Kolkata,VIP
O00619,C0255,2024-10-26,Delivered,Credit Card,1980.0,204.58,1775.42,Delhi,Premium
O00620,C0332,2024-11-22,Delivered,COD,430.0,53.06,376.94,Delhi,VIP
O00621,C0263,2023-11-29,Delivered,Wallet,7980.0,29.67,7950.33,Hyderabad,VIP
O00622,C0178,2023-10-09,Delivered,COD,20380.0,2356.76,18023.24,Bangalore,Premium
O00623,C0170,2024-04-03,Delivered,Credit Card,58630.0,8296.78,50333.22,Kolkata,Premium
O00624,C0478,2023-11-02,Delivered,COD,22440.0,1372.96,21067.04,Ahmedabad,Premium
O00625,C0263,2024-04-25,Delivered,Credit Card,54300.0,9587.56,44712.44,Hyderabad,VIP
O00626,C0114,2024-07-31,Delivered,UPI,6820.0,72.39,6747.61,Kolkata,Regular
O00627,C0204,2024-07-20,Delivered,Debit Card,26410.0,4941.03,21468.97,Delhi,VIP
O00628,C0268,2023-11-03,Delivered,Credit Card,38900.0,6777.01,32122.99,Ahmedabad,Premium
O00629,C0146,2023-07-07,Delivered,COD,7950.0,1104.53,6845.47,Pune,VIP
O00630,C0228,2023-11-29,Delivered,Net Banking,13740.0,2215.99,11524.01,Kolkata,Regular
O00631,C0146,2023-06-14,Delivered,UPI,7760.0,228.28,7531.72,Pune,VIP
O00632,C0389,2024-11-10,Delivered,Wallet,3320.0,524.57,2795.43,Delhi,Regular
O00633,C0471,2023-10-21,Delivered,Credit Card,57330.0,7483.05,49846.95,Hyderabad,VIP
O00634,C0236,2023-06-27,Returned,UPI,810.0,47.52,762.48,Chennai,VIP
O00635,C0307,2023-01-30,Processing,UPI,33770.0,2584.51,31185.49,Chennai,Regular
O00636,C0028,2024-06-16,Processing,Debit Card,9240.0,960.2,8279.8,Mumbai,Regular
O00637,C0146,2024-06-05,Delivered,UPI,36540.0,264.07,36275.93,Pune,VIP
O00638,C0446,2023-10-19,Delivered,UPI,38220.0,3361.56,34858.44,Bangalore,Regular
O00639,C0146,2023-03-24,Processing,COD,7540.0,702.66,6837.34,Pune,VIP
O00640,C0366,2023-11-20,Delivered,UPI,7160.0,1199.87,5960.13,Pune,VIP
O00641,C0250,2023-10-05,Returned,Credit Card,20880.0,2981.87,17898.13,Bangalore,VIP
O00642,C0319,2024-07-12,Delivered,Debit Card,2760.0,49.01,2710.99,Pune,VIP
O00643,C0426,2024-05-01,Returned,UPI,3770.0,265.71,3504.29,Hyderabad,VIP
O00644,C0172,2023-10-30,Delivered,Net Banking,10000.0,1638.25,8361.75,Hyderabad,Premium
O00645,C0073,2023-08-08,Delivered,Credit Card,920.0,26.56,893.44,Delhi,Premium
O00646,C0200,2024-12-25,Delivered,Credit Card,3120.0,333.15,2786.85,Bangalore,Regular
O00647,C0291,2023-12-10,Delivered,Debit Card,1500.0,113.0,1387.0,Delhi,VIP
O00648,C0204,2024-07-19,Delivered,Net Banking,17230.0,1731.28,15498.72,Delhi,VIP
O00649,C0339,2023-06-11,Delivered,COD,27460.0,4873.03,22586.97,Chennai,Regular
O00650,C0399,2023-12-25,Returned,Credit Card,6720.0,375.61,6344.39,Ahmedabad,Premium
O00651,C0474,2023-02-01,Delivered,UPI,19110.0,3554.65,15555.35,Chennai,Premium
O00652,C0433,2024-01-06,Delivered,Credit Card,2580.0,58.54,2521.46,Hyderabad,Regular
O00653,C0182,2024-12-14,Delivered,UPI,34320.0,2419.96,31900.04,Pune,Premium
O00654,C0470,2023-11-08,Returned,Credit Card,10740.0,815.16,9924.84,Chennai,Premium
O00655,C0337,2023-02-14,Delivered,Credit Card,13650.0,1039.68,12610.32,Hyderabad,Regular
O00656,C0289,2023-02-05,Delivered,Credit Card,1180.0,184.13,995.87,Delhi,Regular
O00657,C0499,2023-11-10,Delivered,UPI,48480.0,1360.96,47119.04,Delhi,VIP
O00658,C0220,2023-07-02,Cancelled,Credit Card,20280.0,1869.29,0.0,Pune,VIP
O00659,C0350,2023-01-27,Delivered,UPI,4920.0,768.05,4151.95,Pune,Regular
O00660,C0468,2024-09-01,Returned,Debit Card,3450.0,516.17,2933.83,Delhi,VIP
O00661,C0196,2023-12-12,Processing,Credit Card,43800.0,6029.58,37770.42,Mumbai,VIP
O00662,C0369,2023-09-23,Delivered,Credit Card,18030.0,2238.62,15791.38,Bangalore,Premium
O00663,C0232,2024-11-14,Delivered,UPI,1620.0,159.36,1460.64,Chennai,Premium
O00664,C0060,2023-05-14,Delivered,UPI,16750.0,1435.12,15314.88,Hyderabad,Regular
O00665,C0295,2024-12-10,Delivered,Debit Card,300.0,1.24,298.76,Mumbai,Regular
O00666,C0319,2023-10-06,Delivered,Net Banking,2650.0,473.11,2176.89,Pune,VIP
O00667,C0222,2024-11-09,Returned,Credit Card,2300.0,46.37,2253.63,Bangalore,VIP
O00668,C0310,2024-04-27,Delivered,UPI,47290.0,9129.25,38160.75,Kolkata,Regular
O00669,C0147,2024-10-12,Returned,UPI,1430.0,46.77,1383.23,Bangalore,Premium
O00670,C0223,2024-12-23,Processing,Credit Card,7030.0,590.63,6439.37,Kolkata,Regular
O00671,C0226,2023-09-22,Delivered,Credit Card,27640.0,504.9,27135.1,Mumbai,VIP
O00672,C0192,2024-12-13,Delivered,UPI,7410.0,1330.04,6079.96,Bangalore,VIP
O00673,C0282,2023-11-10,Returned,Debit Card,9780.0,1399.45,8380.55,Chennai,VIP
O00674,C0013,2023-11-08,Delivered,Credit Card,8800.0,1120.8,7679.2,Bangalore,Regular
O00675,C0190,2023-10-19,Delivered,UPI,45390.0,8432.06,36957.94,Kolkata,Regular
O00676,C0030,2024-02-16,Delivered,Net Banking,6230.0,189.84,6040.16,Chennai,Premium
O00677,C0270,2023-06-27,Cancelled,UPI,25730.0,69.46,0.0,Bangalore,Regular
O00678,C0432,2024-03-02,Returned,UPI,1720.0,25.48,1694.52,Kolkata,Regular
O00679,C0180,2024-02-17,Delivered,Credit Card,40950.0,395.42,40554.58,Bangalore,Regular
O00680,C0335,2024-09-05,Delivered,UPI,16290.0,3121.77,13168.23,Kolkata,Regular
O00681,C0257,2024-10-15,Delivered,Credit Card,1790.0,100.16,1689.84,Pune,VIP
O00682,C0364,2023-12-04,Delivered,UPI,6480.0,913.91,5566.09,Mumbai,Regular
O00683,C0479,2023-10-01,Delivered,UPI,1910.0,50.34,1859.66,Delhi,Regular
O00684,C0092,2023-09-04,Delivered,Debit Card,1320.0,55.78,1264.22,Chennai,Regular
O00685,C0184,2023-07-24,Delivered,Credit Card,4900.0,636.08,4263.92,Bangalore,Regular
O00686,C0227,2023-03-08,Delivered,Credit Card,36360.0,1982.75,34377.25,Hyderabad,Regular
O00687,C0418,2023-10-20,Returned,Net Banking,2430.0,85.94,2344.06,Mumbai,Regular
O00688,C0291,2023-09-11,Delivered,Debit Card,42720.0,3443.51,39276.49,Delhi,VIP
O00689,C0483,2024-12-15,Delivered,Credit Card,11400.0,1517.07,9882.93,Hyderabad,Premium
O00690,C0366,2024-03-06,Processing,UPI,7120.0,1207.66,5912.34,Pune,VIP
O00691,C0159,2023-10-22,Cancelled,Credit Card,7470.0,1356.35,0.0,Delhi,VIP
O00692,C0275,2024-04-01,Delivered,Credit Card,11700.0,1182.99,10517.01,Delhi,Premium
O00693,C0346,2023-06-10,Delivered,Wallet,4620.0,534.4,4085.6,Pune,Regular
O00694,C0016,2023-12-05,Delivered,Debit Card,1980.0,249.41,1730.59,Hyderabad,Premium
O00695,C0291,2024-05-24,Delivered,UPI,10330.0,559.43,9770.57,Delhi,VIP
O00696,C0145,2023-12-26,Returned,Credit Card,38100.0,3827.27,34272.73,Ahmedabad,Regular
O00697,C0255,2023-11-16,Delivered,COD,1720.0,172.51,1547.49,Delhi,Premium
O00698,C0152,2024-12-28,Returned,UPI,430.0,53.73,376.27,Bangalore,VIP
O00699,C0398,2024-11-05,Delivered,UPI,5880.0,887.14,4992.86,Kolkata,Premium
O00700,C0332,2024-05-21,Delivered,UPI,36600.0,1887.56,34712.44,Delhi,VIP
O00701,C0382,2024-03-20,Delivered,UPI,1720.0,302.64,1417.36,Kolkata,Premium
O00702,C0158,2024-05-18,Processing,Credit Card,18860.0,1506.94,17353.06,Mumbai,Regular
O00703,C0381,2023-07-29,Delivered,Debit Card,1720.0,168.95,1551.05,Ahmedabad,Premium
O00704,C0461,2023-11-13,Delivered,Credit Card,49230.0,9681.78,39548.22,Mumbai,Premium
O00705,C0215,2023-02-15,Delivered,UPI,45230.0,7876.35,37353.65,Bangalore,VIP
O00706,C0280,2023-12-20,Returned,Credit Card,10810.0,441.32,10368.68,Mumbai,Premium
O00707,C0396,2024-02-18,Returned,COD,1770.0,16.43,1753.57,Chennai,Premium
O00708,C0154,2023-08-15,Delivered,Net Banking,57330.0,2270.28,55059.72,Bangalore,Premium
O00709,C0023,2024-12-14,Delivered,UPI,7570.0,257.32,7312.68,Mumbai,Premium
O00710,C0166,2024-11-19,Returned,Credit Card,10360.0,1463.64,8896.36,Delhi,Regular
O00711,C0264,2024-08-10,Delivered,Net Banking,5000.0,357.16,4642.84,Delhi,Premium
O00712,C0255,2024-02-07,Delivered,Credit Card,48330.0,8813.28,39516.72,Delhi,Premium
O00713,C0162,2024-11-01,Returned,UPI,8310.0,1601.37,6708.63,Delhi,VIP
O00714,C0236,2023-05-31,Delivered,UPI,19860.0,1656.16,18203.84,Chennai,VIP
O00715,C0226,2024-09-23,Delivered,Debit Card,69530.0,1940.82,67589.18,Mumbai,VIP
O00716,C0332,2023-05-24,Returned,UPI,17320.0,3131.94,14188.06,Delhi,VIP
O00717,C0086,2024-09-25,Delivered,Credit Card,10120.0,1125.96,8994.04,Bangalore,Regular
O00718,C0072,2023-09-14,Delivered,Credit Card,4310.0,860.64,3449.36,Mumbai,Premium
O00719,C0376,2024-11-04,Delivered,Debit Card,2240.0,232.07,2007.93,Chennai,Regular
O00720,C0117,2024-12-05,Delivered,UPI,860.0,5.76,854.24,Delhi,VIP
O00721,C0201,2023-06-21,Delivered,UPI,300.0,59.35,240.65,Pune,Premium
O00722,C0027,2023-12-14,Cancelled,UPI,1400.0,90.1,0.0,Kolkata,Premium
O00723,C0342,2024-12-22,Processing,Credit Card,900.0,28.22,871.78,Chennai,Regular
O00724,C0257,2023-12-24,Delivered,Credit Card,14700.0,1128.09,13571.91,Pune,VIP
O00725,C0087,2024-10-29,Delivered,COD,10040.0,1276.33,8763.67,Kolkata,Premium
O00726,C0359,2024-04-11,Delivered,UPI,5790.0,891.04,4898.96,Delhi,Regular
O00727,C0298,2023-11-04,Returned,Wallet,7540.0,304.71,7235.29,Pune,Premium
O00728,C0117,2023-09-21,Delivered,Credit Card,38220.0,4920.81,33299.19,Delhi,VIP
O00729,C0082,2023-07-30,Delivered,UPI,660.0,33.78,626.22,Chennai,Premium
O00730,C0265,2024-09-04,Delivered,UPI,4200.0,25.21,4174.79,Bangalore,Regular
O00731,C0263,2023-11-09,Delivered,UPI,8100.0,58.03,8041.97,Hyderabad,VIP
O00732,C0326,2024-01-13,Delivered,COD,57330.0,2720.87,54609.13,Kolkata,VIP
O00733,C0052,2023-12-28,Delivered,UPI,42130.0,8080.87,34049.13,Kolkata,Regular
O00734,C0345,2024-03-29,Cancelled,Credit Card,1980.0,246.24,0.0,Bangalore,Premium
O00735,C0044,2024-10-30,Delivered,Credit Card,15180.0,2833.5,12346.5,Ahmedabad,Regular
O00736,C0305,2024-12-22,Delivered,UPI,19110.0,2899.33,16210.67,Mumbai,Premium
O00737,C0373,2023-11-19,Delivered,Credit Card,720.0,1.6,718.4,Mumbai,Regular
O00738,C0412,2024-10-12,Delivered,Credit Card,1150.0,13.65,1136.35,Ahmedabad,VIP
O00739,C0231,2024-09-06,Delivered,COD,810.0,125.2,684.8,Kolkata,Regular
O00740,C0166,2024-03-24,Delivered,Debit Card,1180.0,35.58,1144.42,Delhi,Regular
O00741,C0291,2024-12-10,Delivered,Wallet,7480.0,649.99,6830.01,Delhi,VIP
O00742,C0482,2023-07-28,Delivered,UPI,6720.0,143.09,6576.91,Kolkata,Premium
O00743,C0496,2023-05-06,Returned,Credit Card,19780.0,3154.1,16625.9,Pune,Premium
O00744,C0113,2024-10-24,Delivered,UPI,16370.0,1855.92,14514.08,Ahmedabad,Regular
O00745,C0236,2023-12-03,Returned,UPI,170.0,7.34,162.66,Chennai,VIP
O00746,C0016,2024-10-21,Delivered,UPI,22440.0,2142.41,20297.59,Hyderabad,Premium
O00747,C0452,2024-11-11,Delivered,Credit Card,13680.0,1944.39,11735.61,Kolkata,Regular
O00748,C0259,2023-03-13,Delivered,Credit Card,3690.0,500.96,3189.04,Ahmedabad,VIP
O00749,C0429,2024-11-07,Delivered,UPI,7540.0,719.62,6820.38,Delhi,VIP
O00750,C0108,2023-12-07,Delivered,Debit Card,22160.0,586.68,21573.32,Chennai,Regular
O00751,C0129,2024-01-12,Delivered,COD,29260.0,3790.26,25469.74,Chennai,Premium
O00752,C0499,2024-05-25,Processing,COD,24400.0,3916.91,20483.09,Delhi,VIP
O00753,C0111,2024-11-27,Delivered,COD,18030.0,42.14,17987.86,Ahmedabad,Regular
O00754,C0118,2023-01-23,Returned,UPI,4480.0,35.17,4444.83,Kolkata,VIP
O00755,C0263,2023-12-21,Delivered,Debit Card,1180.0,138.86,1041.14,Hyderabad,VIP
O00756,C0215,2024-07-19,Delivered,UPI,39380.0,2087.45,37292.55,Bangalore,VIP
O00757,C0348,2024-08-10,Cancelled,Credit Card,63470.0,5594.09,0.0,Chennai,Regular
O00758,C0088,2024-07-22,Delivered,Credit Card,27020.0,4946.45,22073.55,Delhi,Premium
O00759,C0398,2023-06-04,Returned,Net Banking,49460.0,5937.24,43522.76,Kolkata,Premium
O00760,C0310,2023-09-30,Delivered,Debit Card,3020.0,106.26,2913.74,Kolkata,Regular
O00761,C0282,2023-10-27,Delivered,Net Banking,24400.0,827.51,23572.49,Chennai,VIP
O00762,C0239,2024-10-01,Delivered,UPI,41190.0,899.89,40290.11,Bangalore,VIP
O00763,C0056,2023-09-16,Cancelled,Net Banking,360.0,26.43,0.0,Chennai,VIP
O00764,C0466,2023-08-04,Delivered,UPI,3280.0,550.05,2729.95,Pune,VIP
O00765,C0412,2024-12-11,Processing,UPI,510.0,7.85,502.15,Ahmedabad,VIP
O00766,C0365,2023-01-11,Delivered,Net Banking,34240.0,5380.35,28859.65,Pune,Premium
O00767,C0065,2024-12-29,Delivered,UPI,19530.0,1431.88,18098.12,Pune,Premium
O00768,C0319,2024-07-12,Delivered,Wallet,1150.0,157.22,992.78,Pune,VIP
O00769,C0468,2024-10-12,Delivered,UPI,3450.0,80.79,3369.21,Delhi,VIP
O00770,C0499,2023-09-26,Delivered,UPI,590.0,27.65,562.35,Delhi,VIP
O00771,C0475,2023-01-17,Cancelled,COD,2300.0,379.15,0.0,Bangalore,Regular
O00772,C0192,2024-08-20,Delivered,Credit Card,2300.0,129.7,2170.3,Bangalore,VIP
O00773,C0412,2024-10-15,Delivered,UPI,3630.0,636.12,2993.88,Ahmedabad,VIP
O00774,C0069,2024-08-22,Delivered,UPI,60910.0,8454.17,52455.83,Chennai,Regular
O00775,C0199,2023-06-14,Delivered,UPI,340.0,10.38,329.62,Hyderabad,Regular
O00776,C0007,2024-08-30,Delivered,Debit Card,2550.0,367.42,2182.58,Hyderabad,VIP
O00777,C0461,2024-09-09,Delivered,Debit Card,7530.0,155.99,7374.01,Mumbai,Premium
O00778,C0309,2024-06-30,Delivered,Credit Card,810.0,122.95,687.05,Ahmedabad,Premium
O00779,C0347,2024-09-07,Delivered,UPI,1160.0,62.72,1097.28,Bangalore,Premium
O00780,C0135,2024-10-21,Delivered,COD,12200.0,347.11,11852.89,Pune,Premium
O00781,C0087,2024-05-10,Delivered,UPI,5000.0,509.69,4490.31,Kolkata,Premium
O00782,C0163,2023-04-13,Delivered,Debit Card,2600.0,186.59,2413.41,Ahmedabad,VIP
O00783,C0274,2023-12-26,Delivered,Net Banking,11310.0,599.06,10710.94,Ahmedabad,Premium
O00784,C0064,2023-03-31,Cancelled,Wallet,5000.0,958.18,0.0,Delhi,VIP
O00785,C0208,2023-11-19,Delivered,Credit Card,1790.0,92.46,1697.54,Chennai,Regular
O00786,C0243,2023-11-18,Returned,Credit Card,2730.0,315.6,2414.4,Chennai,Regular
O00787,C0450,2023-03-18,Delivered,UPI,4680.0,802.45,3877.55,Kolkata,Regular
O00788,C0152,2023-10-23,Processing,Net Banking,12970.0,2438.09,10531.91,Bangalore,VIP
O00789,C0497,2023-05-08,Cancelled,Credit Card,1910.0,284.46,0.0,Bangalore,Regular
O00790,C0286,2024-10-03,Processing,Wallet,1840.0,187.63,1652.37,Bangalore,VIP
O00791,C0255,2024-12-06,Delivered,Credit Card,4410.0,821.4,3588.6,Delhi,Premium
O00792,C0273,2023-03-25,Delivered,UPI,720.0,24.33,695.67,Ahmedabad,VIP
O00793,C0079,2024-12-10,Delivered,UPI,5070.0,424.53,4645.47,Pune,Regular
O00794,C0250,2024-01-26,Delivered,UPI,4200.0,624.33,3575.67,Bangalore,VIP
O00795,C0482,2023-09-30,Delivered,Net Banking,14630.0,1985.28,12644.72,Kolkata,Premium
O00796,C0476,2023-03-30,Processing,Credit Card,44080.0,3413.67,40666.33,Ahmedabad,Premium
O00797,C0404,2023-12-31,Cancelled,UPI,6010.0,1048.03,0.0,Delhi,Premium
O00798,C0399,2024-09-25,Delivered,Credit Card,26540.0,601.14,25938.86,Ahmedabad,Premium
O00799,C0390,2024-07-31,Delivered,Debit Card,11310.0,2057.13,9252.87,Delhi,Regular
O00800,C0460,2023-02-27,Delivered,Credit Card,13820.0,1432.62,12387.38,Bangalore,Premium
O00801,C0264,2023-03-25,Delivered,Debit Card,2580.0,427.76,2152.24,Delhi,Premium
O00802,C0306,2023-11-16,Delivered,UPI,16360.0,1234.79,15125.21,Hyderabad,Regular
O00803,C0087,2023-09-27,Delivered,Credit Card,5520.0,346.7,5173.3,Kolkata,Premium
O00804,C0197,2023-08-18,Delivered,Credit Card,11310.0,889.68,10420.32,Mumbai,VIP
O00805,C0141,2023-09-18,Delivered,Wallet,3450.0,689.82,2760.18,Ahmedabad,VIP
O00806,C0075,2024-10-01,Delivered,Debit Card,38220.0,2159.91,36060.09,Hyderabad,VIP
O00807,C0271,2024-11-28,Delivered,Net Banking,15990.0,2671.96,13318.04,Kolkata,Regular
O00808,C0412,2023-11-17,Delivered,COD,17060.0,2411.5,14648.5,Ahmedabad,VIP
O00809,C0159,2024-11-17,Cancelled,COD,69640.0,6065.31,0.0,Delhi,VIP
O00810,C0332,2023-10-10,Delivered,UPI,1400.0,23.24,1376.76,Delhi,VIP
O00811,C0169,2023-12-20,Delivered,UPI,5830.0,544.79,5285.21,Pune,Premium
O00812,C0141,2023-08-14,Delivered,UPI,4680.0,220.75,4459.25,Ahmedabad,VIP
O00813,C0236,2024-06-10,Cancelled,COD,1840.0,333.98,0.0,Chennai,VIP
O00814,C0239,2024-12-21,Returned,UPI,23780.0,4044.41,19735.59,Bangalore,VIP
O00815,C0444,2024-04-28,Delivered,COD,6130.0,1098.77,5031.23,Ahmedabad,Regular
O00816,C0215,2023-10-27,Returned,Credit Card,6080.0,860.67,5219.33,Bangalore,VIP
O00817,C0332,2024-06-18,Processing,Credit Card,9540.0,883.0,8657.0,Delhi,VIP
O00818,C0222,2023-05-22,Delivered,UPI,13080.0,1909.73,11170.27,Bangalore,VIP
O00819,C0461,2024-11-09,Delivered,Credit Card,4740.0,888.13,3851.87,Mumbai,Premium
O00820,C0142,2024-01-03,Delivered,Wallet,18520.0,2506.1,16013.9,Delhi,Regular
O00821,C0202,2023-12-08,Delivered,Credit Card,36600.0,679.86,35920.14,Ahmedabad,Regular
O00822,C0448,2024-04-08,Returned,Debit Card,17210.0,2768.89,14441.11,Kolkata,Regular
O00823,C0441,2024-05-22,Returned,UPI,41190.0,2925.61,38264.39,Delhi,Regular
O00824,C0332,2023-03-24,Delivered,Wallet,8320.0,774.99,7545.01,Delhi,VIP
O00825,C0303,2024-07-16,Delivered,UPI,670.0,69.27,600.73,Bangalore,Regular
O00826,C0471,2023-08-24,Cancelled,Credit Card,19110.0,966.02,0.0,Hyderabad,VIP
O00827,C0470,2024-08-05,Returned,Debit Card,6010.0,14.48,5995.52,Chennai,Premium
O00828,C0204,2024-10-10,Delivered,UPI,18540.0,3094.29,15445.71,Delhi,VIP
O00829,C0065,2024-10-01,Delivered,Credit Card,28880.0,3765.86,25114.14,Pune,Premium
O00830,C0139,2024-02-29,Delivered,UPI,15520.0,2826.9,12693.1,Pune,Premium
O00831,C0436,2024-01-23,Returned,Credit Card,3280.0,354.75,2925.25,Ahmedabad,Regular
O00832,C0468,2023-06-14,Delivered,UPI,26340.0,2191.63,24148.37,Delhi,VIP
O00833,C0495,2024-09-13,Delivered,Debit Card,24220.0,4505.75,19714.25,Hyderabad,Regular
O00834,C0055,2023-09-12,Delivered,Credit Card,3320.0,543.8,2776.2,Pune,Premium
O00835,C0345,2023-12-30,Delivered,Debit Card,27990.0,3730.18,24259.82,Bangalore,Premium
O00836,C0239,2023-09-20,Delivered,Credit Card,2760.0,222.98,2537.02,Bangalore,VIP
O00837,C0442,2023-06-04,Delivered,UPI,1660.0,299.77,1360.23,Ahmedabad,Regular
O00838,C0482,2024-05-28,Delivered,Debit Card,9700.0,1519.2,8180.8,Kolkata,Premium
O00839,C0056,2023-03-04,Delivered,Credit Card,7220.0,59.61,7160.39,Chennai,VIP
O00840,C0027,2024-08-27,Delivered,Debit Card,3320.0,96.48,3223.52,Kolkata,Premium
O00841,C0141,2023-10-08,Delivered,Debit Card,10120.0,1805.13,8314.87,Ahmedabad,VIP
O00842,C0192,2023-01-01,Delivered,Debit Card,2760.0,380.93,2379.07,Bangalore,VIP
O00843,C0064,2024-01-13,Delivered,Debit Card,660.0,95.66,564.34,Delhi,VIP
O00844,C0326,2023-02-23,Delivered,UPI,1400.0,206.72,1193.28,Kolkata,VIP
O00845,C0300,2023-09-15,Delivered,Credit Card,5020.0,614.04,4405.96,Ahmedabad,Premium
O00846,C0152,2024-07-31,Delivered,COD,21050.0,1663.9,19386.1,Bangalore,VIP
O00847,C0222,2023-03-14,Delivered,UPI,12170.0,1648.62,10521.38,Bangalore,VIP
O00848,C0056,2024-10-17,Processing,UPI,3750.0,638.39,3111.61,Chennai,VIP
O00849,C0196,2023-01-05,Delivered,UPI,7950.0,389.2,7560.8,Mumbai,VIP
O00850,C0305,2023-08-27,Delivered,COD,6120.0,475.46,5644.54,Mumbai,Premium
O00851,C0011,2024-08-22,Delivered,UPI,6010.0,184.05,5825.95,Bangalore,Regular
O00852,C0084,2023-10-08,Delivered,UPI,17260.0,3048.0,14212.0,Ahmedabad,Regular
O00853,C0350,2023-04-28,Delivered,Debit Card,920.0,151.0,769.0,Pune,Regular
O00854,C0118,2023-10-28,Delivered,Credit Card,1720.0,63.07,1656.93,Kolkata,VIP
O00855,C0332,2023-09-11,Cancelled,UPI,12200.0,36.35,0.0,Delhi,VIP
O00856,C0019,2024-10-19,Delivered,UPI,6240.0,333.17,5906.83,Ahmedabad,Regular
O00857,C0249,2023-10-06,Cancelled,COD,2650.0,404.43,0.0,Delhi,VIP
O00858,C0210,2024-09-22,Delivered,Debit Card,4680.0,295.52,4384.48,Hyderabad,Regular
O00859,C0007,2024-11-11,Delivered,Debit Card,340.0,20.22,319.78,Hyderabad,VIP
O00860,C0444,2023-12-01,Delivered,COD,9560.0,1450.03,8109.97,Ahmedabad,Regular
O00861,C0275,2024-11-19,Cancelled,Credit Card,810.0,108.44,0.0,Delhi,Premium
O00862,C0250,2023-11-05,Delivered,Credit Card,4080.0,635.94,3444.06,Bangalore,VIP
